0,220.055298,-9.939033,163.066956,0.370720,-0.003194,0.928606,-0.015738
33,220.077286,-9.955871,163.087021,0.383573,-0.007889,0.923455,0.006406
66,220.070038,-9.938244,163.086685,0.382159,-0.005025,0.924080,-0.002494
100,220.079742,-9.941186,163.057205,0.369353,0.006257,0.929267,0.001643
133,220.070450,-9.932737,163.063599,0.367425,0.007430,0.929864,0.017208
166,220.082321,-9.932655,163.044479,0.393852,0.006383,0.919122,-0.007362
200,220.085510,-9.927972,163.051910,0.376817,-0.007311,0.926223,0.008191
233,220.101227,-9.946561,163.040909,0.366573,0.000940,0.930311,0.012004
266,220.093613,-9.952489,163.036285,0.372203,-0.009513,0.928088,-0.005112
300,220.088226,-9.942637,163.048538,0.366334,0.000094,0.930481,0.002271
333,220.122452,-9.934509,163.020859,0.382672,0.009644,0.923832,0.001819
366,220.119293,-9.948169,163.024368,0.368524,-0.007653,0.929517,0.011376
400,220.139023,-9.935025,163.013901,0.360917,-0.013575,0.932493,-0.003442
433,220.144363,-9.951785,162.982178,0.388124,-0.010732,0.921489,-0.010112
466,220.168747,-9.956725,162.965622,0.370238,-0.002081,0.928917,-0.005777
500,220.180084,-9.951467,162.989609,0.380133,0.008267,0.924880,-0.005227
533,220.205856,-9.940134,162.966568,0.388551,-0.001231,0.921381,-0.009206
566,220.197586,-9.936177,162.941650,0.380257,-0.001214,0.924831,-0.009526
600,220.224289,-9.923267,162.944397,0.376567,0.002207,0.926386,-0.001222
633,220.253250,-9.938561,162.926376,0.386577,-0.016913,0.922102,-0.000231
666,220.270416,-9.933787,162.890869,0.371525,0.008438,0.928379,-0.003380
700,220.295914,-9.956125,162.859604,0.378531,-0.009708,0.925481,0.010227
733,220.324020,-9.937237,162.875565,0.384425,0.007552,0.923058,-0.011126
766,220.348892,-9.934783,162.844009,0.379058,-0.001462,0.925370,-0.001660
800,220.366623,-9.948380,162.820145,0.363064,0.013334,0.931666,0.002103
833,220.372208,-9.935483,162.795135,0.381239,0.017113,0.924314,-0.002834
866,220.399368,-9.948604,162.765182,0.368471,-0.017263,0.929429,-0.009608
900,220.434830,-9.947010,162.746780,0.376714,-0.005139,0.926306,0.004130
933,220.468750,-9.951512,162.741913,0.381031,0.009257,0.924514,-0.001755
966,220.505829,-9.939065,162.695282,0.397626,-0.000298,0.917542,0.003278
1000,220.544357,-9.940249,162.690735,0.375711,0.012775,0.926619,0.007404
1033,220.570251,-9.959162,162.652451,0.380910,0.000123,0.924570,0.008772
1066,220.601944,-9.933773,162.653580,0.397099,-0.000924,0.917775,-0.000205
1100,220.629562,-9.957963,162.614975,0.385648,-0.005601,0.922559,0.011364
1133,220.645493,-9.944128,162.566788,0.381342,0.000040,0.924409,0.006792
1166,220.691086,-9.945647,162.549896,0.388455,0.001157,0.921465,0.001718
1200,220.739410,-9.958034,162.500854,0.392091,-0.007097,0.919882,-0.005616
1233,220.760590,-9.939992,162.475494,0.402834,0.006603,0.915186,-0.010740
1266,220.812744,-9.929951,162.464386,0.391409,-0.003103,0.920154,-0.010299
1300,220.854965,-9.947275,162.422729,0.389770,-0.000939,0.920837,0.011735
1333,220.884399,-9.953230,162.393692,0.408779,0.011210,0.912563,0.001645
1366,220.929901,-9.935191,162.351730,0.391740,-0.000648,0.920027,-0.009502
1400,220.972473,-9.946352,162.338623,0.392609,0.007629,0.919489,-0.018450
1433,221.040421,-9.953760,162.301041,0.412986,0.009013,0.910690,-0.002214
1466,221.059647,-9.938013,162.251038,0.391072,-0.005261,0.920237,0.014135
1500,221.110809,-9.955444,162.204254,0.406923,0.005313,0.913348,-0.013470
1533,221.159271,-9.932904,162.156601,0.419657,0.012456,0.907474,0.014993
1566,221.233688,-9.958608,162.134674,0.402588,0.006433,0.915206,0.016721
1600,221.262360,-9.928479,162.113235,0.410281,0.001663,0.911958,-0.000105
1633,221.305557,-9.956304,162.031219,0.426569,0.005541,0.904228,-0.019504
1666,221.374527,-9.948458,162.003387,0.395966,-0.007611,0.918192,-0.008735
1700,221.401016,-9.937905,161.959259,0.411676,-0.003106,0.911295,0.007313
1733,221.470413,-9.931961,161.933380,0.421337,-0.015765,0.906761,0.003320
1766,221.533035,-9.929199,161.887604,0.416447,-0.009922,0.909101,-0.002872
1800,221.585083,-9.930727,161.826019,0.425363,-0.004522,0.904863,-0.016382
1833,221.659683,-9.946419,161.778870,0.416838,-0.008697,0.908920,0.005894
1866,221.683548,-9.934702,161.731750,0.425930,0.002234,0.904742,-0.004530
1900,221.727844,-9.947682,161.698105,0.424314,0.010530,0.905270,-0.018213
1933,221.822906,-9.949660,161.645523,0.415686,-0.006444,0.909485,-0.000456
1966,221.869919,-9.951151,161.612015,0.428132,0.001961,0.903695,0.005851
2000,221.932877,-9.941029,161.552734,0.417488,-0.005894,0.908657,-0.003294
2033,222.008331,-9.957777,161.502655,0.415708,0.002334,0.909490,-0.002951
2066,222.061752,-9.945232,161.434616,0.442133,0.016007,0.896785,0.006238
2100,222.111679,-9.955787,161.399551,0.413763,-0.004542,0.910372,0.001695
2133,222.178757,-9.933096,161.349625,0.440813,-0.006403,0.897511,0.010787
2166,222.235718,-9.943894,161.270554,0.441378,0.003129,0.897254,-0.010503
2200,222.322372,-9.961401,161.228271,0.428510,0.003032,0.903529,0.002041
2233,222.390350,-9.942412,161.192673,0.432612,0.010124,0.901523,-0.000097
2266,222.449127,-9.919570,161.142685,0.440167,0.000625,0.897896,0.005941
2300,222.540894,-9.959700,161.063828,0.433883,0.000852,0.900892,0.011746
2333,222.600388,-9.944322,161.014053,0.441158,-0.011099,0.897314,-0.009149
2366,222.666733,-9.930744,160.959732,0.447207,-0.001211,0.894430,-0.000414
2400,222.736496,-9.924044,160.885208,0.453807,-0.001139,0.890877,0.019937
2433,222.792358,-9.943705,160.814590,0.436292,-0.005461,0.899775,-0.005064
2466,222.898254,-9.943024,160.750504,0.449093,-0.001638,0.893354,0.015222
2500,222.968033,-9.943503,160.703201,0.448162,-0.001586,0.893944,-0.003494
2533,223.042023,-9.943396,160.629349,0.443935,0.001300,0.896053,-0.002868
2566,223.122147,-9.938747,160.583008,0.451802,-0.016320,0.891968,0.001558
2600,223.201523,-9.938684,160.511230,0.470245,-0.000741,0.882528,0.003673
2633,223.284683,-9.963612,160.443466,0.457318,0.005272,0.889259,-0.007058
2666,223.364258,-9.930810,160.396606,0.458837,-0.003293,0.888507,0.003547
2700,223.442291,-9.941660,160.310059,0.474575,0.000559,0.880204,-0.004486
2733,223.544205,-9.938860,160.248184,0.463779,-0.000392,0.885941,-0.004180
2766,223.609406,-9.941776,160.204254,0.459654,-0.002525,0.888061,-0.007749
2800,223.712891,-9.935554,160.141342,0.459490,-0.011836,0.888103,-0.001537
2833,223.808426,-9.947483,160.062408,0.448829,-0.005289,0.893589,-0.004780
2866,223.894852,-9.949965,160.016663,0.459381,0.012726,0.888145,0.002616
