0,220.060715,-9.940784,163.067978,0.374618,0.000000,0.927179,0.000000
33,220.061234,-9.940784,163.067535,0.374631,0.000000,0.927174,0.000000
66,220.062790,-9.940784,163.066254,0.374672,0.000000,0.927158,0.000000
100,220.065475,-9.940784,163.064133,0.374740,0.000000,0.927130,0.000000
133,220.069138,-9.940784,163.061111,0.374834,0.000000,0.927092,0.000000
166,220.073898,-9.940784,163.057297,0.374956,0.000000,0.927043,0.000000
200,220.079697,-9.940784,163.052567,0.375104,0.000000,0.926983,0.000000
233,220.086533,-9.940784,163.047028,0.375280,0.000000,0.926912,0.000000
266,220.094406,-9.940784,163.040604,0.375483,0.000000,0.926830,0.000000
300,220.103348,-9.940784,163.033356,0.375712,0.000000,0.926737,0.000000
333,220.113358,-9.940784,163.025253,0.375968,0.000000,0.926633,0.000000
366,220.124374,-9.940784,163.016281,0.376251,0.000000,0.926518,0.000000
400,220.136459,-9.940784,163.006485,0.376561,-0.000000,0.926392,0.000000
433,220.149582,-9.940784,162.995819,0.376898,-0.000000,0.926255,0.000000
466,220.163773,-9.940784,162.984329,0.377261,0.000000,0.926107,0.000000
500,220.179001,-9.940784,162.971970,0.377651,0.000000,0.925948,0.000000
533,220.195236,-9.940784,162.958771,0.378067,-0.000000,0.925778,0.000000
566,220.212509,-9.940784,162.944717,0.378511,-0.000000,0.925597,0.000000
600,220.230881,-9.940784,162.929855,0.378980,0.000000,0.925405,0.000000
633,220.250229,-9.940784,162.914108,0.379477,-0.000000,0.925201,0.000000
666,220.270645,-9.940784,162.897537,0.380000,0.000000,0.924987,0.000000
700,220.292099,-9.940784,162.880112,0.380549,0.000000,0.924761,0.000000
733,220.314621,-9.940784,162.861832,0.381125,0.000000,0.924524,0.000000
766,220.338150,-9.940784,162.842758,0.381727,0.000000,0.924275,0.000000
800,220.362717,-9.940784,162.822800,0.382355,0.000000,0.924016,0.000000
833,220.388321,-9.940784,162.802032,0.383010,0.000000,0.923744,0.000000
866,220.414932,-9.940784,162.780411,0.383690,0.000000,0.923462,0.000000
900,220.442612,-9.940784,162.757950,0.384398,0.000000,0.923168,0.000000
933,220.471298,-9.940784,162.734634,0.385131,0.000000,0.922862,0.000000
966,220.501022,-9.940784,162.710510,0.385890,-0.000000,0.922545,0.000000
1000,220.531754,-9.940784,162.685532,0.386675,0.000000,0.922216,0.000000
1033,220.563583,-9.940784,162.659744,0.387487,0.000000,0.921875,0.000000
1066,220.596359,-9.940784,162.633072,0.388324,0.000000,0.921523,0.000000
1100,220.630234,-9.940784,162.605606,0.389187,0.000000,0.921159,0.000000
1133,220.665085,-9.940784,162.577316,0.390076,-0.000000,0.920783,0.000000
1166,220.700974,-9.940784,162.548141,0.390990,0.000000,0.920395,0.000000
1200,220.737900,-9.940784,162.518188,0.391931,0.000000,0.919995,0.000000
1233,220.775864,-9.940784,162.487381,0.392897,0.000000,0.919583,0.000000
1266,220.814835,-9.940784,162.455734,0.393889,0.000000,0.919158,0.000000
